Label(A_A'_B_X),E_A1,E_A',E_P,E_K,E_H
Sm_Er_Li_S_,-4.636,-4.492,-66.112,-88.178,-66.15
Sm_Er_Sr_Se_,-4.636,-4.492,-62.718,-83.221,-62.336
Sm_Eu_Ag_Se_,-4.636,-4.605,-56.963,-76.388,-56.968
Sm_Eu_Ag_S_,-4.636,-4.605,-62.288,-83.155,-62.323
Sm_Eu_Ce_S_,-4.636,-4.605,-77.127,-102.833,-77.097
Sm_Eu_Ho_Te_,-4.636,-4.605,-62.066,-82.676,-62.001
Sm_Eu_K_Te_,-4.636,-4.605,-52.743,-70.298,-52.712
Sm_Eu_Li_Se_,-4.636,-4.605,-60.787,-81.057,-60.793
Sm_Eu_Pd_S_,-4.636,-4.605,-68.986,-91.36,-68.673
Sm_Eu_Pr_Se_,-4.636,-4.605,-71.072,-94.727,-71.026
Sm_Eu_Rb_Se_,-4.636,-4.605,-58.454,-77.931,-58.442
Sm_Eu_Sn_Te_,-4.636,-4.605,-53.298,-70.646,-53.74
Sm_Fe_Ag_Te_,-4.636,-8.161,-50.952,-67.351,-50.026
Sm_Fe_Al_O_,-4.636,-8.161,-81.966,-111.147,-84.621
Sm_Fe_Al_Se_,-4.636,-8.161,-59.01,-77.497,-58.025
Sm_Fe_Gd_S_,-4.636,-8.161,-76.755,-100.528,-74.879
Sm_Fe_In_S_,-4.636,-8.161,-63.032,-81.554,-60.675
Sm_Fe_Tm_Se_,-4.636,-8.161,-69.239,-91.034,-67.836
Sm_Fe_V_S_,-4.636,-8.161,-80.136,-106.588,-79.204
Sm_Ga_Ag_O_,-4.636,-2.923,-78.201,-96.348,-72.083
Sm_Ga_Ag_S_,-4.636,-2.923,-62.288,-77.043,-56.189
Sm_Ga_Bi_S_,-4.636,-2.923,-65.013,-79.399,-58.181
Sm_Ga_Cs_Te_,-4.636,-2.923,-52.158,-63.578,-46.264
Sm_Ga_K_S_,-4.636,-2.923,-64.083,-78.741,-57.55
Sm_Ga_La_Se_,-4.636,-2.923,-72.481,-92.541,-68.339
Sm_Ga_Na_O_,-4.636,-2.923,-79.981,-100.365,-74.08
Sm_Ga_Ni_O_,-4.636,-2.923,-82.217,-106.051,-76.578
Sm_Ga_Pd_S_,-4.636,-2.923,-68.986,-85.415,-63.251
Sm_Ga_Pt_Se_,-4.636,-2.923,-65.829,-80.821,-60.264
Sm_Ga_Sb_O_,-4.636,-2.923,-79.064,-100.519,-68.52
Sm_Ga_Sb_Se_,-4.636,-2.923,-59.729,-73.128,-53.692
Sm_Ga_Sb_S_,-4.636,-2.923,-64.866,-78.885,-58.072
Sm_Ga_Sc_S_,-4.636,-2.923,-80.463,-102.802,-75.99
Sm_Ga_Tm_S_,-4.636,-2.923,-75.897,-96.802,-71.493
Sm_Ga_Yb_O_,-4.636,-2.923,-84.289,-108.066,-79.983
Sm_Ga_Zr_O_,-4.636,-2.923,-99.643,-131.189,-97.103
Sm_Gd_Ca_Se_,-4.636,-4.584,-63.521,-84.588,-63.439
Sm_Gd_Ce_Te_,-4.636,-4.584,-64.031,-85.221,-63.884
Sm_Gd_Cs_O_,-4.636,-4.584,-76.41,-102.431,-76.726
Sm_Gd_Cs_Se_,-4.636,-4.584,-58.197,-77.58,-58.171
Sm_Gd_Er_Se_,-4.636,-4.584,-69.443,-92.518,-69.365
Sm_Gd_Eu_S_,-4.636,-4.584,-76.799,-102.4,-76.768
Sm_Gd_Hg_Se_,-4.636,-4.584,-48.588,-64.325,-48.016
Sm_Gd_In_S_,-4.636,-4.584,-63.032,-84.085,-63.065
Sm_Gd_La_Te_,-4.636,-4.584,-65.267,-86.909,-65.189
Sm_Gd_Lu_O_,-4.636,-4.584,-91.973,-122.071,-92.012
Sm_Gd_Na_Se_,-4.636,-4.584,-59.295,-79.059,-59.294
Sm_Gd_Pr_S_,-4.636,-4.584,-77.136,-102.856,-77.107
Sm_Gd_Sc_Te_,-4.636,-4.584,-66.188,-88.131,-66.068
Sm_Gd_Sn_O_,-4.636,-4.584,-80.108,-108.234,-83.276
Sm_Hg_Ba_O_,-4.636,-0.189,-81.517,-100.857,-74.632
Sm_Hg_Cr_Se_,-4.636,-0.189,-73.42,-89.619,-64.778
Sm_Hg_K_S_,-4.636,-0.189,-64.083,-74.249,-52.799
Sm_Hg_Rb_O_,-4.636,-0.189,-77.397,-90.193,-64.352
Sm_Hg_Rb_S_,-4.636,-0.189,-63.398,-73.348,-52.121
Sm_Hg_Sn_O_,-4.636,-0.189,-80.108,-97.962,-72.722
Sm_Hg_Sn_Te_,-4.636,-0.189,-53.298,-65.638,-47.979
Sm_Hg_Sr_S_,-4.636,-0.189,-68.183,-83.366,-61.119
Sm_Hg_Tm_Se_,-4.636,-0.189,-69.239,-85.735,-62.471
Sm_Hg_V_Te_,-4.636,-0.189,-67.155,-82.6,-59.593
Sm_Ho_Ce_Te_,-4.636,-4.508,-64.031,-84.97,-63.63
Sm_Ho_Ga_Te_,-4.636,-4.508,-52.963,-70.393,-52.737
Sm_Ho_Li_Te_,-4.636,-4.508,-54.093,-71.934,-53.906
Sm_Ho_Li_Se_,-4.636,-4.508,-60.787,-80.981,-60.724
Sm_Ho_Mo_Se_,-4.636,-4.508,-76.689,-102.598,-76.75
Sm_Ho_Na_Se_,-4.636,-4.508,-59.295,-78.954,-59.196
Sm_Ho_Pd_S_,-4.636,-4.508,-68.986,-91.276,-68.621
Sm_Ho_Pr_O_,-4.636,-4.508,-90.89,-118.812,-90.692
Sm_Ho_Pr_Se_,-4.636,-4.508,-71.072,-94.461,-70.763
Sm_Ho_Sn_Te_,-4.636,-4.508,-53.298,-71.908,-53.496
Sm_Ho_Sn_S_,-4.636,-4.508,-64.342,-86.446,-64.456
Sm_Ho_Tl_Se_,-4.636,-4.508,-58.32,-77.614,-58.179
Sm_In_Ag_S_,-4.636,-2.574,-62.288,-77.016,-56.049
Sm_In_Bi_S_,-4.636,-2.574,-65.013,-79.418,-59.127
Sm_In_Ca_O_,-4.636,-2.574,-83.443,-106.479,-78.979
Sm_In_Ce_O_,-4.636,-2.574,-90.867,-115.099,-86.365
Sm_In_Cr_Te_,-4.636,-2.574,-67.03,-83.851,-60.882
Sm_In_Cu_O_,-4.636,-2.574,-78.394,-101.34,-71.854
Sm_In_Lu_Te_,-4.636,-2.574,-61.008,-77.65,-57.315
Sm_In_Lu_Se_,-4.636,-2.574,-68.782,-87.317,-64.376
Sm_In_Ni_Te_,-4.636,-2.574,-57.74,-72.874,-52.349
Sm_In_Pr_Se_,-4.636,-2.574,-71.072,-90.249,-66.541
Sm_In_Rb_Te_,-4.636,-2.574,-52.292,-64.099,-46.699
Sm_In_Sn_Se_,-4.636,-2.574,-59.426,-75.211,-55.317
Sm_In_Tl_O_,-4.636,-2.574,-77.786,-97.05,-70.959
Sm_In_Yb_Te_,-4.636,-2.574,-55.36,-69.904,-51.436
Sm_K_Al_Se_,-4.636,-1.033,-59.01,-73.966,-54.141
Sm_K_Er_Se_,-4.636,-1.033,-69.443,-88.5,-65.325
Sm_K_Fe_Te_,-4.636,-1.033,-62.223,-80.57,-58.172
Sm_K_Lu_O_,-4.636,-1.033,-91.973,-117.147,-85.938
Sm_K_Na_Te_,-4.636,-1.033,-52.709,-62.907,-45.442
Sm_K_Pd_Te_,-4.636,-1.033,-57.558,-73.019,-52.932
Sm_K_Rb_Se_,-4.636,-1.033,-58.454,-69.263,-49.859
Sm_K_Sr_Te_,-4.636,-1.033,-56.066,-71.089,-52.388
Sm_K_Tl_Se_,-4.636,-1.033,-58.32,-69.977,-50.751
Sm_K_Tm_O_,-4.636,-1.033,-91.941,-116.998,-85.875
Sm_K_Zr_O_,-4.636,-1.033,-99.643,-127.68,-93.832
Sm_La_Cs_Se_,-4.636,-4.876,-58.197,-78.152,-58.75
Sm_La_Cs_S_,-4.636,-4.876,-63.033,-84.565,-63.534
Sm_La_Dy_Te_,-4.636,-4.876,-62.336,-83.775,-63.002
Sm_La_Dy_S_,-4.636,-4.876,-76.425,-102.411,-76.915
Sm_La_Eu_Te_,-4.636,-4.876,-63.059,-84.73,-63.721
Sm_La_Gd_Te_,-4.636,-4.876,-62.859,-84.467,-63.522
Sm_La_Hg_O_,-4.636,-4.876,-68.97,-91.056,-69.377
Sm_La_Li_O_,-4.636,-4.876,-82.497,-109.661,-82.757
Sm_La_Nd_Te_,-4.636,-4.876,-63.725,-85.624,-64.388
Sm_La_Ni_S_,-4.636,-4.876,-69.007,-93.212,-68.688
Sm_La_Pt_O_,-4.636,-4.876,-79.174,-112.022,-82.227
Sm_La_Sr_S_,-4.636,-4.876,-68.183,-91.335,-68.619
Sm_Li_As_Se_,-4.636,-1.916,-58.356,-74.054,-54.606
Sm_Li_Ca_S_,-4.636,-1.916,-69.267,-88.988,-65.842
Sm_Li_Ce_Te_,-4.636,-1.916,-64.031,-82.443,-61.121
Sm_Li_Eu_Se_,-4.636,-1.916,-70.487,-90.954,-67.478
Sm_Li_Fe_Se_,-4.636,-1.916,-68.598,-88.352,-65.524
Sm_Li_Ho_O_,-4.636,-1.916,-91.819,-118.449,-87.45
Sm_Li_La_Se_,-4.636,-1.916,-72.481,-93.327,-69.159
Sm_Li_Na_O_,-4.636,-1.916,-79.981,-96.117,-69.518
Sm_Li_Na_Te_,-4.636,-1.916,-52.709,-63.781,-46.219
Sm_Li_Sc_Se_,-4.636,-1.916,-73.849,-95.511,-70.897
Sm_Li_Sn_Se_,-4.636,-1.916,-59.426,-75.741,-55.801
Sm_Li_Tl_Te_,-4.636,-1.916,-52.366,-63.801,-46.329
Sm_Lu_As_Se_,-4.636,-4.45,-58.356,-78.506,-59.346
Sm_Lu_As_S_,-4.636,-4.45,-61.564,-84.889,-63.751
Sm_Lu_Ca_S_,-4.636,-4.45,-69.267,-91.88,-68.812
Sm_Lu_Er_S_,-4.636,-4.45,-76.075,-100.859,-75.504
Sm_Lu_Hg_Se_,-4.636,-4.45,-48.588,-64.1,-47.697
Sm_Lu_Ho_S_,-4.636,-4.45,-76.244,-101.098,-75.685
Sm_Lu_In_O_,-4.636,-4.45,-77.946,-104.839,-70.812
Sm_Lu_Li_S_,-4.636,-4.45,-66.112,-88.106,-66.088
Sm_Lu_Nd_Se_,-4.636,-4.45,-70.982,-94.02,-70.363
Sm_Lu_Rb_O_,-4.636,-4.45,-77.397,-103.669,-77.786
Sm_Lu_Rb_Te_,-4.636,-4.45,-52.292,-69.233,-51.806
Sm_Lu_Rb_S_,-4.636,-4.45,-63.398,-84.288,-63.166
Sm_Mo_Ca_Se_,-4.636,-10.968,-63.521,-86.04,-65.063
Sm_Mo_Cr_Te_,-4.636,-10.968,-67.03,-91.015,-69.113
Sm_Mo_Gd_Se_,-4.636,-10.968,-70.348,-95.02,-71.454
Sm_Mo_Ho_Te_,-4.636,-10.968,-62.066,-84.337,-63.542
Sm_Mo_K_Te_,-4.636,-10.968,-52.743,-70.803,-53.299
Sm_Mo_La_Se_,-4.636,-10.968,-72.481,-97.763,-73.555
Sm_Mo_Rb_S_,-4.636,-10.968,-63.398,-84.665,-63.6
Sm_Na_Bi_Te_,-4.636,-1.319,-50.81,-64.681,-48.181
Sm_Na_Ca_Se_,-4.636,-1.319,-63.521,-81.074,-59.845
Sm_Na_Cr_Te_,-4.636,-1.319,-67.03,-84.121,-61.318
Sm_Na_La_O_,-4.636,-1.319,-92.191,-118.881,-86.738
Sm_Na_La_Se_,-4.636,-1.319,-72.481,-92.779,-68.585
Sm_Na_Sb_S_,-4.636,-1.319,-64.866,-78.88,-58.105
Sm_Na_Tl_O_,-4.636,-1.319,-77.786,-94.004,-68.364
Sm_Na_V_O_,-4.636,-1.319,-95.029,-123.277,-91.492
Sm_Nd_Al_Te_,-4.636,-4.705,-53.415,-71.323,-53.516
Sm_Nd_Ca_Te_,-4.636,-4.705,-56.536,-75.506,-56.682
Sm_Nd_Cs_Te_,-4.636,-4.705,-52.158,-69.67,-52.273
Sm_Nd_Cu_Te_,-4.636,-4.705,-53.378,-72.165,-53.483
Sm_Nd_Dy_O_,-4.636,-4.705,-91.783,-121.695,-91.617
Sm_Nd_Dy_Se_,-4.636,-4.705,-69.888,-93.344,-70.037
Sm_Nd_Dy_S_,-4.636,-4.705,-76.425,-101.99,-76.496
Sm_Nd_In_S_,-4.636,-4.705,-63.032,-84.061,-63.041
Sm_Nd_K_O_,-4.636,-4.705,-78.576,-104.685,-78.389
Sm_Nd_Li_Se_,-4.636,-4.705,-60.787,-81.057,-60.795
Sm_Nd_Na_S_,-4.636,-4.705,-48.492,-86.039,-64.523
Sm_Nd_Pd_Te_,-4.636,-4.705,-57.558,-79.007,-57.775
Sm_Nd_Rh_S_,-4.636,-4.705,-73.426,-97.659,-73.497
Sm_Nd_Sb_Se_,-4.636,-4.705,-59.729,-77.105,-58.607
Sm_Nd_Sn_O_,-4.636,-4.705,-80.108,-107.725,-82.837
Sm_Nd_Sn_S_,-4.636,-4.705,-64.342,-86.388,-64.314
Sm_Nd_Sr_Se_,-4.636,-4.705,-62.718,-83.715,-62.827
Sm_Nd_V_O_,-4.636,-4.705,-95.029,-126.508,-94.985
Sm_Nd_Zr_Te_,-4.636,-4.705,-69.949,-94.857,-70.171
Sm_Ni_Ag_S_,-4.636,-5.386,-62.288,-77.858,-57.333
Sm_Ni_Fe_O_,-4.636,-5.386,-88.147,-114.664,-85.325
Sm_Ni_Hg_Te_,-4.636,-5.386,-42.878,-54.659,-40.059
Sm_Ni_Ho_Te_,-4.636,-5.386,-62.066,-80.847,-60.111
Sm_Ni_Ho_S_,-4.636,-5.386,-76.244,-98.825,-73.248
Sm_Ni_Li_Te_,-4.636,-5.386,-54.093,-67.964,-50.138
Sm_Ni_Rh_O_,-4.636,-5.386,-85.317,-108.871,-81.761
Sm_Ni_Sb_Se_,-4.636,-5.386,-59.729,-76.52,-55.262
Sm_Ni_Sc_O_,-4.636,-5.386,-96.916,-127.325,-94.627
Sm_Ni_Sn_O_,-4.636,-5.386,-80.108,-104.355,-77.883
Sm_Ni_Tm_Se_,-4.636,-5.386,-69.239,-89.946,-66.747
Sm_Ni_Yb_Te_,-4.636,-5.386,-55.36,-71.148,-52.672
Sm_Pd_Ce_O_,-4.636,-5.227,-90.867,-118.174,-88.188
Sm_Pd_Cr_O_,-4.636,-5.227,-93.238,-124.016,-92.067
Sm_Pd_Cu_O_,-4.636,-5.227,-78.394,-100.805,-72.583
Sm_Pd_Eu_Te_,-4.636,-5.227,-63.059,-82.799,-61.74
Sm_Pd_Hg_Se_,-4.636,-5.227,-48.588,-61.191,-44.722
Sm_Pd_In_S_,-4.636,-5.227,-63.032,-79.154,-58.413
Sm_Pd_Pr_Te_,-4.636,-5.227,-63.909,-83.715,-62.385
Sm_Pd_Pt_Se_,-4.636,-5.227,-65.829,-83.103,-62.981
Sm_Pd_Rh_Te_,-4.636,-5.227,-62.314,-84.414,-61.738
Sm_Pd_Sb_Se_,-4.636,-5.227,-59.729,-76.825,-55.658
Sm_Pd_Sr_O_,-4.636,-5.227,-81.211,-106.46,-79.857
Sm_Pr_As_S_,-4.636,-4.725,-61.564,-84.507,-64.046
Sm_Pr_Ce_O_,-4.636,-4.725,-90.867,-120.997,-90.105
Sm_Pr_Ga_Se_,-4.636,-4.725,-58.784,-78.411,-58.816
Sm_Pr_Gd_O_,-4.636,-4.725,-91.659,-121.447,-91.416
Sm_Pr_Hg_Te_,-4.636,-4.725,-42.878,-57.095,-42.864
Sm_Pr_Hg_S_,-4.636,-4.725,-53.452,-70.5,-53.49
Sm_Pr_K_S_,-4.636,-4.725,-64.083,-85.428,-64.064
Sm_Pr_Pt_Te_,-4.636,-4.725,-59.213,-80.825,-59.195
Sm_Pr_V_Te_,-4.636,-4.725,-67.155,-89.702,-67.233
Sm_Pt_As_Se_,-4.636,-6.119,-58.356,-76.79,-57.265
Sm_Pt_Bi_O_,-4.636,-6.119,-79.065,-100.547,-77.51
Sm_Pt_Ca_Te_,-4.636,-6.119,-56.536,-73.321,-54.481
Sm_Pt_Cr_S_,-4.636,-6.119,-78.862,-102.987,-76.829
Sm_Pt_Fe_O_,-4.636,-6.119,-88.147,-115.17,-84.847
Sm_Pt_Fe_Se_,-4.636,-6.119,-68.598,-91.05,-67.329
Sm_Pt_K_O_,-4.636,-6.119,-78.576,-97.961,-71.317
Sm_Pt_K_Se_,-4.636,-6.119,-59.04,-74.083,-54.459
Sm_Pt_La_Se_,-4.636,-6.119,-72.481,-94.295,-69.703
Sm_Pt_Na_O_,-4.636,-6.119,-79.981,-99.939,-73.176
Sm_Pt_Pr_S_,-4.636,-6.119,-77.136,-100.241,-74.032
Sm_Pt_Sc_Se_,-4.636,-6.119,-73.849,-96.442,-71.601
Sm_Pt_Sn_O_,-4.636,-6.119,-80.108,-103.963,-78.311
Sm_Pt_Yb_O_,-4.636,-6.119,-84.289,-110.408,-82.914
Sm_Pt_Zr_Se_,-4.636,-6.119,-77.355,-102.49,-75.906
Sm_Pt_Zr_S_,-4.636,-6.119,-84.496,-110.821,-82.519
Sm_Rb_Ba_Se_,-4.636,-0.923,-63.493,-80.038,-58.946
Sm_Rb_Co_S_,-4.636,-0.923,-71.133,-90.779,-65.584
Sm_Rb_Ga_S_,-4.636,-0.923,-63.549,-77.692,-56.651
Sm_Rb_Ho_O_,-4.636,-0.923,-91.819,-116.067,-85.19
Sm_Rb_Ni_O_,-4.636,-0.923,-82.217,-103.294,-74.692
Sm_Rb_Sb_Te_,-4.636,-0.923,-53.416,-66.586,-48.108
Sm_Rb_Sn_Te_,-4.636,-0.923,-53.298,-67.182,-49.651
Sm_Rb_Sr_Se_,-4.636,-0.923,-62.718,-79.055,-58.207
Sm_Rb_Tb_Te_,-4.636,-0.923,-57.593,-79.267,-58.387
Sm_Rb_Yb_Se_,-4.636,-0.923,-62.661,-78.613,-57.787
Sm_Rh_Ba_Se_,-4.636,-7.276,-63.493,-82.607,-61.367
Sm_Rh_Er_Se_,-4.636,-7.276,-69.443,-91.767,-68.373
Sm_Rh_K_Se_,-4.636,-7.276,-59.04,-75.787,-56.398
Sm_Rh_Li_O_,-4.636,-7.276,-82.497,-106.06,-78.698
Sm_Rh_Li_Te_,-4.636,-7.276,-54.093,-70.74,-52.943
Sm_Rh_Lu_Se_,-4.636,-7.276,-68.782,-91.027,-67.838
Sm_Rh_Mo_Se_,-4.636,-7.276,-76.689,-103.227,-75.992
Sm_Rh_Na_Se_,-4.636,-7.276,-59.295,-76.402,-56.973
Sm_Rh_Rb_Te_,-4.636,-7.276,-52.292,-67.769,-50.593
Sm_Rh_Sn_O_,-4.636,-7.276,-80.108,-105.465,-78.639
Sm_Rh_Tl_O_,-4.636,-7.276,-77.786,-98.422,-73.091
Sm_Rh_Y_Se_,-4.636,-7.276,-75.791,-100.067,-74.588
Sm_Sb_Ag_Se_,-4.636,-4.008,-56.963,-71.53,-52.551
Sm_Sb_Ag_S_,-4.636,-4.008,-62.288,-78.04,-57.243
Sm_Sb_As_Te_,-4.636,-4.008,-54.761,-67.421,-50.626
Sm_Sb_Co_Te_,-4.636,-4.008,-59.875,-78.886,-57.012
Sm_Sb_Co_S_,-4.636,-4.008,-71.133,-91.923,-66.917
Sm_Sb_Cs_Te_,-4.636,-4.008,-52.158,-65.481,-48.089
Sm_Sb_Er_O_,-4.636,-4.008,-91.862,-120.39,-90.541
Sm_Sb_Gd_Se_,-4.636,-4.008,-70.348,-89.443,-66.145
Sm_Sb_Ho_Te_,-4.636,-4.008,-62.066,-78.505,-58.502
Sm_Sb_Li_S_,-4.636,-4.008,-66.112,-83.058,-61.033
Sm_Sb_Lu_O_,-4.636,-4.008,-91.973,-120.831,-90.838
Sm_Sb_Lu_S_,-4.636,-4.008,-75.524,-96.251,-70.752
Sm_Sb_Na_Se_,-4.636,-4.008,-59.295,-74.324,-54.567
Sm_Sb_Nd_Te_,-4.636,-4.008,-63.725,-80.618,-59.981
Sm_Sb_Nd_Se_,-4.636,-4.008,-70.982,-89.58,-66.693
Sm_Sb_Pd_Te_,-4.636,-4.008,-57.558,-74.949,-54.73
Sm_Sb_Pd_S_,-4.636,-4.008,-68.986,-86.538,-63.807
Sm_Sb_Pr_O_,-4.636,-4.008,-90.89,-118.557,-88.718
Sm_Sb_Rb_S_,-4.636,-4.008,-63.398,-79.376,-58.236
Sm_Sb_Sr_S_,-4.636,-4.008,-68.183,-85.588,-62.752
Sm_Sb_Y_Te_,-4.636,-4.008,-68.255,-86.741,-64.732
Sm_Sc_Dy_S_,-4.636,-6.201,-76.425,-102.936,-77.457
Sm_Sc_Fe_O_,-4.636,-6.201,-88.147,-119.773,-90.621
Sm_Sc_Ni_S_,-4.636,-6.201,-69.007,-93.985,-69.695
Sm_Sc_Sr_Te_,-4.636,-6.201,-56.066,-75.561,-56.889
Sm_Sc_Tb_O_,-4.636,-6.201,-91.737,-122.778,-93.382
Sm_Sc_Tl_Se_,-4.636,-6.201,-58.32,-78.619,-59.225
Sm_Sc_V_O_,-4.636,-6.201,-95.029,-128.786,-97.523
Sm_Sc_Y_Te_,-4.636,-6.201,-68.255,-91.928,-69.182
Sm_Sn_Co_Te_,-4.636,-3.797,-59.875,-79.124,-56.796
Sm_Sn_Co_Se_,-4.636,-3.797,-66.019,-85.301,-61.992
Sm_Sn_Cs_Se_,-4.636,-3.797,-58.197,-72.572,-53.087
Sm_Sn_Cu_Se_,-4.636,-3.797,-58.719,-75.395,-54.525
Sm_Sn_Er_Se_,-4.636,-3.797,-69.443,-88.406,-65.247
Sm_Sn_Er_S_,-4.636,-3.797,-76.075,-96.69,-71.331
Sm_Sn_Ho_Te_,-4.636,-3.797,-62.066,-79.234,-58.51
Sm_Sn_La_Se_,-4.636,-3.797,-72.481,-92.428,-68.247
Sm_Sn_Mo_O_,-4.636,-3.797,-97.052,-127.153,-92.174
Sm_Sr_Al_Se_,-4.636,-1.634,-59.01,-75.57,-55.795
Sm_Sr_As_O_,-4.636,-1.634,-75.677,-102.477,-76.128
Sm_Sr_Ca_Te_,-4.636,-1.634,-56.536,-72.974,-54.083
Sm_Sr_K_Te_,-4.636,-1.634,-52.743,-66.245,-48.676
Sm_Sr_La_S_,-4.636,-1.634,-78.475,-101.606,-75.434
Sm_Sr_Na_S_,-4.636,-1.634,-48.492,-80.696,-59.241
Sm_Sr_Sn_O_,-4.636,-1.634,-80.108,-103.749,-73.174
Sm_Tb_Ca_Se_,-4.636,-4.553,-63.521,-84.523,-63.373
Sm_Tb_Ce_O_,-4.636,-4.553,-90.867,-118.5,-90.31
Sm_Tb_Cs_Se_,-4.636,-4.553,-58.197,-77.538,-58.13
Sm_Tb_Cu_O_,-4.636,-4.553,-78.394,-108.561,-78.815
Sm_Tb_Eu_Te_,-4.636,-4.553,-63.059,-83.849,-62.845
Sm_Tb_Ga_O_,-4.636,-4.553,-78.467,-105.129,-71.812
Sm_Tb_Gd_Te_,-4.636,-4.553,-62.859,-83.581,-62.643
Sm_Tb_Gd_Se_,-4.636,-4.553,-70.348,-93.626,-70.18
Sm_Tb_Li_O_,-4.636,-4.553,-82.497,-109.903,-82.78
Sm_Tb_Pt_Te_,-4.636,-4.553,-59.213,-80.577,-60.647
Sm_Tb_Sn_O_,-4.636,-4.553,-80.108,-108.312,-83.346
Sm_Tb_Y_Se_,-4.636,-4.553,-75.791,-100.883,-75.62
Sm_Tl_Ag_S_,-4.636,-2.269,-62.288,-75.315,-54.495
Sm_Tl_In_O_,-4.636,-2.269,-77.946,-95.509,-67.086
Sm_Tl_In_Se_,-4.636,-2.269,-58.267,-71.052,-51.758
Sm_Tl_Na_O_,-4.636,-2.269,-79.981,-97.538,-70.871
Sm_Tl_Rb_Se_,-4.636,-2.269,-58.454,-70.445,-50.966
Sm_Tl_Sc_Te_,-4.636,-2.269,-66.188,-84.234,-62.144
Sm_Tl_Sn_O_,-4.636,-2.269,-80.108,-100.433,-69.479
Sm_Tl_Sn_S_,-4.636,-2.269,-64.342,-81.089,-59.694
Sm_Tl_Sr_S_,-4.636,-2.269,-68.183,-86.011,-63.29
Sm_Tl_V_Se_,-4.636,-2.269,-72.829,-93.418,-68.136
Sm_Tl_Yb_Te_,-4.636,-2.269,-55.36,-69.826,-51.356
Sm_Tm_Bi_Se_,-4.636,-4.472,-59.945,-80.659,-59.896
Sm_Tm_Ca_O_,-4.636,-4.472,-83.443,-111.354,-83.432
Sm_Tm_Co_O_,-4.636,-4.472,-84.984,-116.661,-85.535
Sm_Tm_Co_Te_,-4.636,-4.472,-59.875,-82.29,-59.288
Sm_Tm_Cr_Se_,-4.636,-4.472,-73.42,-96.139,-71.843
Sm_Tm_Er_O_,-4.636,-4.472,-91.862,-121.253,-91.977
Sm_Tm_Er_S_,-4.636,-4.472,-76.075,-101.019,-75.656
Sm_Tm_Ga_Se_,-4.636,-4.472,-58.784,-78.175,-58.578
Sm_Tm_Hg_Te_,-4.636,-4.472,-42.878,-56.73,-42.505
Sm_Tm_Li_O_,-4.636,-4.472,-82.497,-110.235,-82.935
Sm_Tm_Na_O_,-4.636,-4.472,-79.981,-107.175,-80.532
Sm_Tm_Na_S_,-4.636,-4.472,-48.492,-85.995,-64.496
Sm_Tm_Sr_Te_,-4.636,-4.472,-56.066,-74.189,-55.516
Sm_Tm_Tb_Se_,-4.636,-4.472,-70.139,-93.018,-69.649
Sm_Tm_Yb_Se_,-4.636,-4.472,-62.661,-83.093,-62.229
Sm_V_Ca_O_,-4.636,-8.955,-83.443,-112.411,-82.161
Sm_V_Co_Te_,-4.636,-8.955,-59.875,-83.639,-60.913
Sm_V_Cu_Te_,-4.636,-8.955,-53.378,-72.449,-53.252
Sm_V_Er_O_,-4.636,-8.955,-91.862,-122.315,-93.553
Sm_V_Er_S_,-4.636,-8.955,-76.075,-101.944,-76.539
Sm_V_Ga_S_,-4.636,-8.955,-63.549,-84.794,-63.635
Sm_V_Gd_Te_,-4.636,-8.955,-62.859,-84.276,-63.316
Sm_V_Hg_S_,-4.636,-8.955,-53.452,-71.742,-54.229
Sm_V_Ho_Se_,-4.636,-8.955,-69.686,-93.321,-70.058
Sm_V_Nd_Te_,-4.636,-8.955,-63.725,-85.353,-64.114
Sm_V_Rb_O_,-4.636,-8.955,-77.397,-102.485,-76.873
Sm_V_Yb_Se_,-4.636,-8.955,-62.661,-83.832,-63.028
Sm_V_Zr_O_,-4.636,-8.955,-99.643,-134.368,-101.368
Sm_Y_Ce_O_,-4.636,-6.427,-90.867,-120.433,-92.234
Sm_Y_Cu_O_,-4.636,-6.427,-78.394,-110.518,-80.767
Sm_Y_Dy_Te_,-4.636,-6.427,-62.336,-84.764,-63.998
Sm_Y_Ga_Te_,-4.636,-6.427,-52.963,-72.425,-54.767
Sm_Y_In_Te_,-4.636,-6.427,-52.385,-71.641,-54.176
Sm_Y_K_S_,-4.636,-6.427,-64.083,-87.366,-66.004
Sm_Y_Sr_O_,-4.636,-6.427,-81.211,-108.658,-83.14
Sm_Y_Sr_Te_,-4.636,-6.427,-56.066,-76.43,-57.754
Sm_Yb_As_Se_,-4.636,-1.468,-58.356,-75.123,-56.301
Sm_Yb_Co_Se_,-4.636,-1.468,-66.019,-85.768,-62.845
Sm_Yb_Cr_S_,-4.636,-1.468,-78.862,-102.256,-76.002
Sm_Yb_Cs_Te_,-4.636,-1.468,-52.158,-65.206,-47.806
Sm_Yb_Fe_Te_,-4.636,-1.468,-62.223,-82.766,-59.608
Sm_Yb_Fe_Se_,-4.636,-1.468,-68.598,-88.833,-65.979
Sm_Yb_Ga_Te_,-4.636,-1.468,-52.963,-66.9,-49.198
Sm_Yb_Ho_Se_,-4.636,-1.468,-69.686,-90.311,-67.105
Sm_Yb_In_S_,-4.636,-1.468,-63.032,-79.902,-58.879
Sm_Yb_La_S_,-4.636,-1.468,-78.475,-101.845,-75.685
